Country,Unit,Current Status,Type,Model,Operator,Reactor Supplier,Const. Date,Grid Date,Shutdown Date,RUP [MWe],Latitude,Longitude
"KOREA, REPUBLIC OF",SHIN-KORI-6,Under Construction,PWR  ,APR-1400,KHNP,DHICKOPC,2018-09-20,,,1340,35.31666667,129.3
"KOREA, REPUBLIC OF",SHIN-WOLSONG-1,Operational,PWR  ,OPR-1000,KHNP,DHICKOPC,2007-11-20,2012-01-27,,997,35.71111111,129.475
"KOREA, REPUBLIC OF",SHIN-WOLSONG-2,Operational,PWR  ,OPR-1000,KHNP,DHICKOPC,2008-09-23,2015-02-26,,993,35.71111111,129.475
"KOREA, REPUBLIC OF",WOLSONG-1,Permanent Shutdown,PHWR ,CANDU 6,KHNP,AECL,1977-10-30,1982-12-31,2019-12-24,661,35.71111111,129.475
"KOREA, REPUBLIC OF",WOLSONG-2,Operational,PHWR ,CANDU 6,KHNP,AECL/DHI,1992-09-25,1997-04-01,,606,35.71111111,129.475
"KOREA, REPUBLIC OF",WOLSONG-3,Operational,PHWR ,CANDU 6,KHNP,AECL/DHI,1994-03-17,1998-03-25,,630,35.71111111,129.475
"KOREA, REPUBLIC OF",WOLSONG-4,Operational,PHWR ,CANDU 6,KHNP,AECL/DHI,1994-07-22,1999-05-21,,609,35.71111111,129.475
LITHUANIA,IGNALINA-1,Permanent Shutdown,LWGR ,RBMK-1500,INPP,MAEP,1977-05-01,1983-12-31,2004-12-31,1185,55.604444,26.56
LITHUANIA,IGNALINA-2,Permanent Shutdown,LWGR ,RBMK-1500,INPP,MAEP,1978-01-01,1987-08-20,2009-12-31,1185,55.604444,26.56
MEXICO,LAGUNA VERDE-1,Operational,BWR  ,BWR-5,CFE,GE,1976-10-01,1989-04-13,,777,19.72078333,-96.40634167
MEXICO,LAGUNA VERDE-2,Operational,BWR  ,BWR-5,CFE,GE,1977-06-01,1994-11-11,,775,19.72078333,-96.40634167
NETHERLANDS,BORSSELE,Operational,PWR  ,KWU 2LP,EPZ,S/KWU,1969-07-01,1973-07-04,,482,51.431944,3.716667
NETHERLANDS,DODEWAARD,Permanent Shutdown,BWR  ,GE design,BV GKN,RDM,1965-05-01,1968-10-18,1997-03-26,55,51.899444,5.686111
PAKISTAN,CHASNUPP-1,Operational,PWR  ,CNP-300,PAEC,CNNC,1993-08-01,2000-06-13,,300,,
PAKISTAN,CHASNUPP-2,Operational,PWR  ,CNP-300,PAEC,CNNC,2005-12-28,2011-03-14,,300,,
PAKISTAN,CHASNUPP-3,Operational,PWR  ,CNP-300,PAEC,CNNC,2011-05-28,2016-10-15,,315,,
PAKISTAN,CHASNUPP-4,Operational,PWR  ,CNP-300,PAEC,CNNC,2011-12-18,2017-06-25,,313,,
PAKISTAN,KANUPP-1,Operational,PHWR ,CANDU-137 MW,PAEC,CGE,1966-08-01,1971-10-18,,90,,
PAKISTAN,KANUPP-2,Under Construction,PWR  ,ACP-1000,PAEC,CZEC,2015-08-20,2021-07-31,,1014,,
PAKISTAN,KANUPP-3,Under Construction,PWR  ,ACP-1000,PAEC,CZEC,2016-05-31,,,1014,,
ROMANIA,CERNAVODA-1,Operational,PHWR ,CANDU 6,SNN,AECL,1983-03-31,1996-07-11,,650,44.32234722,28.05728056
ROMANIA,CERNAVODA-2,Operational,PHWR ,CANDU 6,SNN,AECL,1983-07-01,2007-08-07,,650,44.32234722,28.05728056
RUSSIA,AKADEMIK LOMONOSOV-1,Operational,PWR  ,KLT-40S 'Floati,REA,AEM,2007-04-15,2019-12-19,,32,,
RUSSIA,AKADEMIK LOMONOSOV-2,Operational,PWR  ,KLT-40S 'Floati,REA,AEM,2007-04-15,2019-12-19,,32,,
RUSSIA,APS-1 OBNINSK,Permanent Shutdown,LWGR ,AM-1,MSM,MSM,1951-01-01,1954-06-27,2002-04-29,5,,
RUSSIA,BALAKOVO-1,Operational,PWR  ,VVER V-320,REA,AEM,1980-12-01,1985-12-28,,950,52.09444444,47.95833333
RUSSIA,BALAKOVO-2,Operational,PWR  ,VVER V-320,REA,AEM,1981-08-01,1987-10-08,,950,52.09444444,47.95833333
RUSSIA,BALAKOVO-3,Operational,PWR  ,VVER V-320,REA,AEM,1982-11-01,1988-12-25,,950,52.09444444,47.95833333
RUSSIA,BALAKOVO-4,Operational,PWR  ,VVER V-320,REA,AEM,1984-04-01,1993-04-11,,950,52.09444444,47.95833333
RUSSIA,BALTIC-1,Under Construction,PWR  ,VVER V-491,REA,AEM,2012-02-22,,,1109,54.940619,22.166276
RUSSIA,BELOYARSK-1,Permanent Shutdown,LWGR ,AMB-100,REA,MSM,1958-06-01,1964-04-26,1983-01-01,102,56.85,61.31666667
RUSSIA,BELOYARSK-2,Permanent Shutdown,LWGR ,AMB-200,REA,MSM,1962-01-01,1967-12-29,1990-01-01,146,56.85,61.31666667
RUSSIA,BELOYARSK-3,Operational,FBR  ,BN-600,REA,AEM,1969-01-01,1980-04-08,,560,56.85,61.31666667
RUSSIA,BELOYARSK-4,Operational,FBR  ,BN-800,REA,AEM,2006-07-18,2015-12-10,,820,56.85,61.31666667
RUSSIA,BILIBINO-1,Permanent Shutdown,LWGR ,EGP-6,REA,AEM,1970-01-01,1974-01-12,2019-01-14,11,68.05722222,166.455
RUSSIA,BILIBINO-2,Operational,LWGR ,EGP-6,REA,AEM,1970-01-01,1974-12-30,,11,68.05722222,166.455
RUSSIA,BILIBINO-3,Operational,LWGR ,EGP-6,REA,AEM,1970-01-01,1975-12-22,,11,68.05722222,166.455
RUSSIA,BILIBINO-4,Operational,LWGR ,EGP-6,REA,AEM,1970-01-01,1976-12-27,,11,68.05722222,166.455
RUSSIA,KALININ-1,Operational,PWR  ,VVER V-338,REA,AEM,1977-02-01,1984-05-09,,950,57.906944444,35.063055555
RUSSIA,KALININ-2,Operational,PWR  ,VVER V-338,REA,AEM,1982-02-01,1986-12-03,,950,57.906944444,35.063055555
RUSSIA,KALININ-3,Operational,PWR  ,VVER V-320,REA,AEM,1985-10-01,2004-12-16,,950,57.906944444,35.063055555
RUSSIA,KALININ-4,Operational,PWR  ,VVER V-320,REA,AEM,1986-08-01,2011-11-24,,950,57.906944444,35.063055555
RUSSIA,KOLA-1,Operational,PWR  ,VVER V-230,REA,AEM,1970-05-01,1973-06-29,,411,67.46666667,32.46666667
RUSSIA,KOLA-2,Operational,PWR  ,VVER V-230,REA,AEM,1970-05-01,1974-12-09,,411,67.46666667,32.46666667
RUSSIA,KOLA-3,Operational,PWR  ,VVER V-213,REA,AEM,1977-04-01,1981-03-24,,411,67.46666667,32.46666667
RUSSIA,KOLA-4,Operational,PWR  ,VVER V-213,REA,AEM,1976-08-01,1984-10-11,,411,67.46666667,32.46666667
RUSSIA,KURSK 2-1,Under Construction,PWR  ,VVER V-510K,REA,AEM,2018-04-29,2022-06-21,,1175,51.675,35.60555556
RUSSIA,KURSK 2-2,Under Construction,PWR  ,VVER V-510K,REA,AEM,2019-04-15,2023-12-31,,1175,51.675,35.60555556
RUSSIA,KURSK-1,Operational,LWGR ,RBMK-1000,REA,AEM,1972-06-01,1976-12-19,,925,51.675,35.60555556
RUSSIA,KURSK-2,Operational,LWGR ,RBMK-1000,REA,AEM,1973-01-01,1979-01-28,,925,51.675,35.60555556
RUSSIA,KURSK-3,Operational,LWGR ,RBMK-1000,REA,AEM,1978-04-01,1983-10-17,,925,51.675,35.60555556
RUSSIA,KURSK-4,Operational,LWGR ,RBMK-1000,REA,AEM,1981-05-01,1985-12-02,,925,51.675,35.60555556
RUSSIA,LENINGRAD 2-1,Operational,PWR  ,VVER V-491,REA,AEM,2008-10-25,2018-03-09,,1101,59.8521,29.0512
RUSSIA,LENINGRAD 2-2,Operational,PWR  ,VVER V-491,REA,AEM,2010-04-15,2020-10-22,,1066,59.8521,29.0512
RUSSIA,LENINGRAD-1,Permanent Shutdown,LWGR ,RBMK-1000,REA,AEM,1970-03-01,1973-12-21,2018-12-22,925,54.940619,22.166276
RUSSIA,LENINGRAD-2,Permanent Shutdown,LWGR ,RBMK-1000,REA,AEM,1970-06-01,1975-07-11,2020-11-10,925,54.940619,22.166276
RUSSIA,LENINGRAD-3,Operational,LWGR ,RBMK-1000,REA,AEM,1973-12-01,1979-12-07,,925,54.940619,22.166276
RUSSIA,LENINGRAD-4,Operational,LWGR ,RBMK-1000,REA,AEM,1975-02-01,1981-02-09,,925,54.940619,22.166276
RUSSIA,NOVOVORONEZH 2-1,Operational,PWR  ,VVER V-392M,REA,AEM,2008-06-24,2016-08-05,,1100,51.275,39.2
RUSSIA,NOVOVORONEZH 2-2,Operational,PWR  ,VVER V-392M,REA,AEM,2009-07-12,2019-05-01,,1101,51.275,39.2
RUSSIA,NOVOVORONEZH-1,Permanent Shutdown,PWR  ,VVER V-210,REA,MSM,1957-07-01,1964-09-30,1988-02-16,197,51.275,39.2
RUSSIA,NOVOVORONEZH-2,Permanent Shutdown,PWR  ,VVER V-365,REA,MSM,1964-06-01,1969-12-27,1990-08-29,336,51.275,39.2
RUSSIA,NOVOVORONEZH-3,Permanent Shutdown,PWR  ,VVER V-179,REA,AEM,1967-07-01,1971-12-27,2016-12-25,385,51.275,39.2
RUSSIA,NOVOVORONEZH-4,Operational,PWR  ,VVER V-179,REA,AEM,1967-07-01,1972-12-28,,385,51.275,39.2
RUSSIA,NOVOVORONEZH-5,Operational,PWR  ,VVER V-187,REA,AEM,1974-03-01,1980-05-31,,950,51.275,39.2
RUSSIA,ROSTOV-1,Operational,PWR  ,VVER V-320,REA,AEM,1981-09-01,2001-03-30,,950,47.59944444,42.36416667
RUSSIA,ROSTOV-2,Operational,PWR  ,VVER V-320,REA,AEM,1983-05-01,2010-03-18,,950,47.59944444,42.36416667
RUSSIA,ROSTOV-3,Operational,PWR  ,VVER V-320,REA,AEM,2009-09-15,2014-12-27,,950,47.59944444,42.36416667
RUSSIA,ROSTOV-4,Operational,PWR  ,VVER V-320,REA,AEM,2010-06-16,2018-02-02,,979,47.59944444,42.36416667
RUSSIA,SMOLENSK-1,Operational,LWGR ,RBMK-1000,REA,AEM,1975-10-01,1982-12-09,,925,54.16666667,33.23333333
RUSSIA,SMOLENSK-2,Operational,LWGR ,RBMK-1000,REA,AEM,1976-06-01,1985-05-31,,925,54.16666667,33.23333333
RUSSIA,SMOLENSK-3,Operational,LWGR ,RBMK-1000,REA,AEM,1984-05-01,1990-01-17,,925,54.16666667,33.23333333
SLOVAKIA,BOHUNICE A1,Permanent Shutdown,HWGCR,KS 150,JAVYS,SKODA,1958-08-01,1972-12-25,1977-02-22,93,48.49444444,17.68055556
SLOVAKIA,BOHUNICE-1,Permanent Shutdown,PWR  ,VVER V-230,JAVYS,AEE,1972-04-24,1978-12-17,2006-12-31,408,48.49444444,17.68055556
SLOVAKIA,BOHUNICE-2,Permanent Shutdown,PWR  ,VVER V-230,JAVYS,AEE,1972-04-24,1980-03-26,2008-12-31,408,48.49444444,17.68055556
SLOVAKIA,BOHUNICE-3,Operational,PWR  ,VVER V-213,SE,SKODA,1976-12-01,1984-08-20,,471,48.49444444,17.68055556
SLOVAKIA,BOHUNICE-4,Operational,PWR  ,VVER V-213,SE,SKODA,1976-12-01,1985-08-09,,471,48.49444444,17.68055556
SLOVAKIA,MOCHOVCE-1,Operational,PWR  ,VVER V-213,SE,SKODA,1983-10-13,1998-07-04,,436,48.26388889,18.45694444
SLOVAKIA,MOCHOVCE-2,Operational,PWR  ,VVER V-213,SE,SKODA,1983-10-13,1999-12-20,,436,48.26388889,18.45694444
SLOVAKIA,MOCHOVCE-3,Under Construction,PWR  ,VVER V-213,SE,SKODA,1987-01-27,2021-04-14,,440,48.26388889,18.45694444
SLOVAKIA,MOCHOVCE-4,Under Construction,PWR  ,VVER V-213,SE,SKODA,1987-01-27,2023-03-15,,440,48.26388889,18.45694444
SLOVENIA,KRSKO,Operational,PWR  ,WH 2LP,NEK,WH,1975-03-30,1981-10-02,,688,51.675,35.60555556
SOUTH AFRICA,KOEBERG-1,Operational,PWR  ,CP1,ESKOM,FRAM,1976-07-01,1984-04-04,,930,-33.67666667,18.43194444
SOUTH AFRICA,KOEBERG-2,Operational,PWR  ,CP1,ESKOM,FRAM,1976-07-01,1985-07-25,,930,-33.67666667,18.43194444
SPAIN,ALMARAZ-1,Operational,PWR  ,WH 3LP,CNAT,WH,1973-07-03,1981-05-01,,1011,39.80805556,-5.69694444
SPAIN,ALMARAZ-2,Operational,PWR  ,WH 3LP,CNAT,WH,1973-07-03,1983-10-08,,1006,39.80805556,-5.69694444
SPAIN,ASCO-1,Operational,PWR  ,WH 3LP,ANAV,WH,1974-05-16,1983-08-13,,995,41.2,0.56944444
SPAIN,ASCO-2,Operational,PWR  ,WH 3LP,ANAV,WH,1975-03-07,1985-10-23,,997,41.2,0.56944444
SPAIN,COFRENTES,Operational,BWR  ,BWR-6 (Mark 3),ID,GE,1975-09-09,1984-10-14,,1064,39.21666667,-1.05
SPAIN,JOSE CABRERA-1,Permanent Shutdown,PWR  ,WH 1LP,UFG,WH,1964-06-24,1968-07-14,2006-04-30,141,40.349167,-2.884444
SPAIN,SANTA MARIA DE GARONA,Permanent Shutdown,BWR  ,BWR-3,NUCLENOR,GE,1966-09-01,1971-03-02,2017-08-02,446,42.775,-3.20833333
SPAIN,TRILLO-1,Operational,PWR  ,PWR 3 loops,CNAT,KWU,1979-08-17,1988-05-23,,1003,40.70138889,-2.62222222
SPAIN,VANDELLOS-1,Permanent Shutdown,GCR  ,,HIFRENSA,CEA,1968-06-21,1972-05-06,1990-07-31,480,40.95138889,0.86666667
SPAIN,VANDELLOS-2,Operational,PWR  ,WH 3LP,ANAV,WH,1980-12-29,1987-12-12,,1045,40.95138889,0.86666667
SWEDEN,AGESTA,Permanent Shutdown,PHWR ,,SVAFO,ABBATOM,1957-12-01,1964-05-01,1974-06-02,10,59.20611111,18.0825
SWEDEN,BARSEBACK-1,Permanent Shutdown,BWR  ,AA-II,BKAB,ASEASTAL,1971-02-01,1975-05-15,1999-11-30,600,55.74444444,12.92083333
SWEDEN,BARSEBACK-2,Permanent Shutdown,BWR  ,AA-II,BKAB,ABBATOM,1973-01-01,1977-03-21,2005-05-31,600,55.74444444,12.92083333
SWEDEN,FORSMARK-1,Operational,BWR  ,"AA-III, BWR-250",FKA,ABBATOM,1973-06-01,1980-06-06,,990,60.40333333,18.16666667
SWEDEN,FORSMARK-2,Operational,BWR  ,"AA-III, BWR-250",FKA,ABBATOM,1975-01-01,1981-01-26,,1118,60.40333333,18.16666667
SWEDEN,FORSMARK-3,Operational,BWR  ,"AA-IV, BWR-3000",FKA,ABBATOM,1979-01-01,1985-03-05,,1172,60.40333333,18.16666667
SWEDEN,OSKARSHAMN-1,Permanent Shutdown,BWR  ,AA-I,OKG,ABBATOM,1966-08-01,1971-08-19,2017-06-19,473,57.41555556,16.67111111
SWEDEN,OSKARSHAMN-2,Permanent Shutdown,BWR  ,AA-II,OKG,ABBATOM,1969-09-01,1974-10-02,2016-12-22,638,57.41555556,16.67111111
SWEDEN,OSKARSHAMN-3,Operational,BWR  ,"AA-IV, BWR-3000",OKG,ABBATOM,1980-05-01,1985-03-03,,1400,57.41555556,16.67111111
SWEDEN,RINGHALS-1,Operational,BWR  ,AA-I,RAB,ABBATOM,1969-02-01,1974-10-14,,881,57.26111111,12.10833333
SWEDEN,RINGHALS-2,Permanent Shutdown,PWR  ,WH 3LP,RAB,WH,1970-10-01,1974-08-17,2019-12-31,852,57.26111111,12.10833333
SWEDEN,RINGHALS-3,Operational,PWR  ,WH 3LP,RAB,WH,1972-09-01,1980-09-07,,1062,57.26111111,12.10833333
SWEDEN,RINGHALS-4,Operational,PWR  ,WH 3LP,RAB,WH,1973-11-01,1982-06-23,,1117,57.26111111,12.10833333
SWITZERLAND,BEZNAU-1,Operational,PWR  ,WH 2LP,Axpo AG,WH,1965-09-01,1969-07-17,,365,47.5522,8.22778
SWITZERLAND,BEZNAU-2,Operational,PWR  ,WH 2LP,Axpo AG,WH,1968-01-01,1971-10-23,,365,47.5522,8.22778
SWITZERLAND,GOESGEN,Operational,PWR  ,PWR 3 Loop,KKG,KWU,1973-12-01,1979-02-02,,1010,,
SWITZERLAND,LEIBSTADT,Operational,BWR  ,BWR-6,KKL,GETSCO,1974-01-01,1984-05-24,,1220,47.6013,8.18375
SWITZERLAND,LUCENS,Permanent Shutdown,HWGCR,HWGCR: 2-loops,EOS,NGA,1962-04-01,1968-01-29,1969-01-21,6,46.692824,6.826892
SWITZERLAND,MUEHLEBERG,Permanent Shutdown,BWR  ,BWR-4,BKW,GETSCO,1967-03-01,1971-07-01,2019-12-20,373,46.9708,7.27028
"TAIWAN, CHINA",CHINSHAN-1,Permanent Shutdown,BWR  ,BWR-4 (Mark 1),TPC,GE,1972-06-02,1977-11-16,2018-12-06,604,25.29147459,121.56767324
"TAIWAN, CHINA",CHINSHAN-2,Permanent Shutdown,BWR  ,BWR-4 (Mark 1),TPC,GE,1973-12-07,1978-12-19,2019-07-16,604,25.29147459,121.56767324
"TAIWAN, CHINA",KUOSHENG-1,Operational,BWR  ,BWR-6,TPC,GE,1975-11-19,1981-05-21,,985,25.2029346,121.66286004
"TAIWAN, CHINA",KUOSHENG-2,Operational,BWR  ,BWR-6,TPC,GE,1976-03-15,1982-06-29,,985,25.2029346,121.66286004
"TAIWAN, CHINA",LUNGMEN 1,Under Construction,BWR  ,ABWR,TPC,GE,1999-03-31,,,1300,,
"TAIWAN, CHINA",LUNGMEN 2,Under Construction,BWR  ,ABWR,TPC,GE,1999-08-30,,,1300,,
"TAIWAN, CHINA",MAANSHAN-1,Operational,PWR  ,WH 3LP (WE 312),TPC,WH,1978-08-21,1984-05-09,,936,21.958092,120.751612
"TAIWAN, CHINA",MAANSHAN-2,Operational,PWR  ,WH 3LP (WE 312),TPC,WH,1979-02-21,1985-02-25,,938,21.958092,120.751612
TURKEY,AKKUYU-1,Under Construction,PWR  ,VVER V-509,ANC,AEM,2018-04-03,,,1114,36.14444444,33.54111111
TURKEY,AKKUYU-2,Under Construction,PWR  ,VVER V-509,ANC,AEM,2020-04-08,,,1114,36.14444444,33.54111111
UKRAINE,CHERNOBYL-1,Permanent Shutdown,LWGR ,RBMK,MTE,FAEA,1970-03-01,1977-09-26,1996-11-30,740,51.389553,30.099147
UKRAINE,CHERNOBYL-2,Permanent Shutdown,LWGR ,RBMK,MTE,FAEA,1973-02-01,1978-12-21,1991-10-11,925,51.389553,30.099147
UKRAINE,CHERNOBYL-3,Permanent Shutdown,LWGR ,RBMK,MTE,FAEA,1976-03-01,1981-12-03,2000-12-15,925,51.389553,30.099147
UKRAINE,CHERNOBYL-4,Permanent Shutdown,LWGR ,RBMK,MTE,FAEA,1979-04-01,1983-12-22,1986-04-26,925,51.389553,30.099147
UKRAINE,KHMELNITSKI-1,Operational,PWR  ,VVER V-320,NNEGC,PAIP,1981-11-01,1987-12-31,,950,50.305,26.645
UKRAINE,KHMELNITSKI-2,Operational,PWR  ,VVER V-320,NNEGC,PAIP,1985-02-01,2004-08-07,,950,50.305,26.645
UKRAINE,KHMELNITSKI-3,Under Construction,PWR  ,VVER,NNEGC,JSC ASE,1986-03-01,,,1035,50.305,26.645
UKRAINE,KHMELNITSKI-4,Under Construction,PWR  ,VVER,NNEGC,JSC ASE,1987-02-01,,,1035,50.305,26.645
UKRAINE,ROVNO-1,Operational,PWR  ,VVER V-213,NNEGC,PAIP,1973-08-01,1980-12-22,,381,51.32777778,25.89166667
UKRAINE,ROVNO-2,Operational,PWR  ,VVER V-213,NNEGC,PAIP,1973-10-01,1981-12-22,,376,51.32777778,25.89166667
UKRAINE,ROVNO-3,Operational,PWR  ,VVER V-320,NNEGC,PAIP,1980-02-01,1986-12-21,,950,51.32777778,25.89166667
UKRAINE,ROVNO-4,Operational,PWR  ,VVER V-320,NNEGC,PAA,1986-08-01,2004-10-10,,950,51.32777778,25.89166667
UKRAINE,SOUTH UKRAINE-1,Operational,PWR  ,VVER V-302,NNEGC,PAA,1976-08-01,1982-12-31,,950,47.81666667,31.21666667
UKRAINE,SOUTH UKRAINE-2,Operational,PWR  ,VVER V-338,NNEGC,PAA,1981-07-01,1985-01-06,,950,47.81666667,31.21666667
UKRAINE,SOUTH UKRAINE-3,Operational,PWR  ,VVER V-320,NNEGC,PAA,1984-11-01,1989-09-20,,950,47.81666667,31.21666667
UKRAINE,ZAPOROZHYE-1,Operational,PWR  ,VVER V-320,NNEGC,PAIP,1980-04-01,1984-12-10,,950,47.51222222,34.58583333
UKRAINE,ZAPOROZHYE-2,Operational,PWR  ,VVER V-320,NNEGC,PAIP,1981-01-01,1985-07-22,,950,47.51222222,34.58583333
UKRAINE,ZAPOROZHYE-3,Operational,PWR  ,VVER V-320,NNEGC,PAIP,1982-04-01,1986-12-10,,950,47.51222222,34.58583333
UKRAINE,ZAPOROZHYE-4,Operational,PWR  ,VVER V-320,NNEGC,PAIP,1983-04-01,1987-12-18,,950,47.51222222,34.58583333
UKRAINE,ZAPOROZHYE-5,Operational,PWR  ,VVER V-320,NNEGC,PAIP,1985-11-01,1989-08-14,,950,47.51222222,34.58583333
UKRAINE,ZAPOROZHYE-6,Operational,PWR  ,VVER V-320,NNEGC,PAIP,1986-06-01,1995-10-19,,950,47.51222222,34.58583333
UNITED ARAB EMIRATES,BARAKAH-1,Operational,PWR  ,APR-1400,NAWAH,KEPCO,2012-07-19,2020-08-19,,1345,23.984722222,52.283611111
UNITED ARAB EMIRATES,BARAKAH-2,Under Construction,PWR  ,APR-1400,NAWAH,KEPCO,2013-04-16,,,1345,23.984722222,52.283611111
UNITED ARAB EMIRATES,BARAKAH-3,Under Construction,PWR  ,APR-1400,NAWAH,KEPCO,2014-09-24,,,1345,23.984722222,52.283611111
UNITED ARAB EMIRATES,BARAKAH-4,Under Construction,PWR  ,APR-1400,NAWAH,KEPCO,2015-07-30,,,1345,23.984722222,52.283611111
UNITED KINGDOM,BERKELEY-1,Permanent Shutdown,GCR  ,MAGNOX,ML,TNPG,1957-01-01,1962-06-12,1989-03-31,138,51.6925,-2.49361
UNITED KINGDOM,BERKELEY-2,Permanent Shutdown,GCR  ,MAGNOX,ML,TNPG,1957-01-01,1962-06-24,1988-10-26,138,51.6925,-2.49361
UNITED KINGDOM,BRADWELL-1,Permanent Shutdown,GCR  ,MAGNOX,ML,TNPG,1957-01-01,1962-07-01,2002-03-31,123,51.7414,0.896944
UNITED KINGDOM,BRADWELL-2,Permanent Shutdown,GCR  ,MAGNOX,ML,TNPG,1957-01-01,1962-07-06,2002-03-30,123,51.7414,0.896944
UNITED KINGDOM,CALDER HALL-1,Permanent Shutdown,GCR  ,MAGNOX,SL,UKAEA,1953-08-01,1956-08-27,2003-03-31,49,,
UNITED KINGDOM,CALDER HALL-2,Permanent Shutdown,GCR  ,MAGNOX,SL,UKAEA,1953-08-01,1957-02-01,2003-03-31,49,,
UNITED KINGDOM,CALDER HALL-3,Permanent Shutdown,GCR  ,MAGNOX,SL,UKAEA,1955-08-01,1958-03-01,2003-03-31,49,,
UNITED KINGDOM,CALDER HALL-4,Permanent Shutdown,GCR  ,MAGNOX,SL,UKAEA,1955-08-01,1959-04-01,2003-03-31,49,,
UNITED KINGDOM,CHAPELCROSS-1,Permanent Shutdown,GCR  ,MAGNOX,ML,UKAEA,1955-10-01,1959-02-01,2004-06-29,48,,
UNITED KINGDOM,CHAPELCROSS-2,Permanent Shutdown,GCR  ,MAGNOX,ML,UKAEA,1955-10-01,1959-07-01,2004-06-29,48,,
UNITED KINGDOM,CHAPELCROSS-3,Permanent Shutdown,GCR  ,MAGNOX,ML,UKAEA,1955-10-01,1959-11-01,2004-06-29,48,,
UNITED KINGDOM,CHAPELCROSS-4,Permanent Shutdown,GCR  ,MAGNOX,ML,UKAEA,1955-10-01,1960-01-01,2004-06-29,48,,
UNITED KINGDOM,DOUNREAY DFR,Permanent Shutdown,FBR  ,,UKAEA,UKAEA,1955-03-01,1962-10-01,1977-03-01,11,,
UNITED KINGDOM,DOUNREAY PFR,Permanent Shutdown,FBR  ,,UKAEA,TNPG,1966-01-01,1975-01-10,1994-03-31,234,,
UNITED KINGDOM,DUNGENESS A-1,Permanent Shutdown,GCR  ,MAGNOX,ML,TNPG,1960-07-01,1965-09-21,2006-12-31,225,50.9139,0.963889
UNITED KINGDOM,DUNGENESS A-2,Permanent Shutdown,GCR  ,MAGNOX,ML,TNPG,1960-07-01,1965-11-01,2006-12-31,225,50.9139,0.963889
UNITED KINGDOM,DUNGENESS B-1,Operational,GCR  ,AGR,EDF UK,APC,1965-10-01,1983-04-03,,545,50.9139,0.963889
UNITED KINGDOM,DUNGENESS B-2,Operational,GCR  ,AGR,EDF UK,APC,1965-10-01,1985-12-29,,545,50.9139,0.963889
UNITED KINGDOM,HARTLEPOOL A-1,Operational,GCR  ,AGR,EDF UK,NPC,1968-10-01,1983-08-01,,590,54.635,-1.18083
UNITED KINGDOM,HARTLEPOOL A-2,Operational,GCR  ,AGR,EDF UK,NPC,1968-10-01,1984-10-31,,595,54.635,-1.18083
UNITED KINGDOM,HEYSHAM A-1,Operational,GCR  ,AGR,EDF UK,NPC,1970-12-01,1983-07-09,,485,54.0289,-2.91611
UNITED KINGDOM,HEYSHAM A-2,Operational,GCR  ,AGR,EDF UK,NPC,1970-12-01,1984-10-11,,575,54.0289,-2.91611
UNITED KINGDOM,HEYSHAM B-1,Operational,GCR  ,AGR,EDF UK,NPC,1980-08-01,1988-07-12,,620,54.0289,-2.91611
UNITED KINGDOM,HEYSHAM B-2,Operational,GCR  ,AGR,EDF UK,NPC,1980-08-01,1988-11-11,,620,54.0289,-2.91611
UNITED KINGDOM,HINKLEY POINT A-1,Permanent Shutdown,GCR  ,MAGNOX,ML,EE/B&W/T,1957-11-01,1965-02-16,2000-05-23,235,51.208739,-3.133743
UNITED KINGDOM,HINKLEY POINT A-2,Permanent Shutdown,GCR  ,MAGNOX,ML,EE/B&W/T,1957-11-01,1965-03-19,2000-05-23,235,51.208739,-3.133743
UNITED KINGDOM,HINKLEY POINT B-1,Operational,GCR  ,AGR,EDF UK,TNPG,1967-09-01,1976-10-30,,485,51.208739,-3.133743
UNITED KINGDOM,HINKLEY POINT B-2,Operational,GCR  ,AGR,EDF UK,TNPG,1967-09-01,1976-02-05,,480,51.208739,-3.133743
UNITED KINGDOM,HINKLEY POINT C-1,Under Construction,PWR  ,EPR-1750,EDF-CGN,AREVA,2018-12-11,,,1630,51.208739,-3.133743
